text,True_Label,Prediction_Model1,Prediction_Model2
"Sumali sa PWIN777! Tangkilikin ang pinakamahusay na deposito at pulang sobre na alok! Sa unang deposito na P100, may 100% bonus! risu.io/pB4Ko",spam,ham,ham
Bibigyan ka ng MAYA ng 100% na bonus sa iyong unang deposito 177bets.xyz,spam,ham,ham
Magdeposito ng 100P sa opisyal na laro ng i01 makakuha ng 100% na bonus at naghihintay sa iyo ang malalaking premyo bo6.xyz/tkd,spam,ham,ham
<REAL NAME> Kumita na sa SugarPlay! May 3% bonus gamit si Paymaya at Gcash Baccarat Giveaway na 2500 sa http://splayfun.com,spam,ham,ham
"Unang deposito 100p, bonus 100p, imbitahan ang mga kaibigan bonus 77p risu.io/RXz9E",spam,ham,ham
Kumuha ng 100% Deposit Bonus sa 177BET! Doblehin ang iyong deposito ngayon! Huwag itong palampasin! 177betb.info,spam,ham,ham
"Tandaan na makatanggap ng pang-araw-araw na pag-login na pulang sobre! Pulang sobre P17, manalo ng P182372! Anong panalo! 177bet.win",spam,ham,ham
"Dear BANCO DE ORO Bank Customer,  Account re-verification needed due to a system update. Follow instructions at official.link/online.bdo.com . Thank you for your cooperation.  Sincerely, BANCO DE ORO",spam,ham,ham
"Dear BANCO DE ORO Customer,  Account re-verification needed due to a system update. Follow instructions at official.link/update.bdo.ph . Thank you for your coop",spam,ham,ham
"Dear BANCO DE ORO Customer,  Account re-verification needed due to a system update. Follow instructions at official.link/update.bdo.ph . Thank you for your cooperation.  Sincerely, BANCO DE ORO",spam,ham,ham
"Dear BANCO DE ORO Customer,  Account re-verification needed due to a system update. Follow instructions at officialapp.info/online.bdo.com.ph . Thank you for your cooperation.  Sincerely, BANCO DE ORO",spam,ham,ham
"Dear BANCO DE ORO Customer,  Account re-verification needed due to a system update. Follow instructions at officialapp.info/online.bdo.com.ph . Thank you for your cooperation.  Sincerely, BANCO DE ORO",spam,ham,ham
"Ayala Bet online casino is officially open, register an account now and get 100p free b0nus Website: ayala01.co",spam,ham,ham
"BANCO DE ORO: PLEASE BE ADVISED THAT YOUR ACC0UNT IS TEMPORARILY ON-HOLD, DUE TO SECURITY PURPOSES.  Kindly Visit: shorten.is/OnlineBDOVerify",spam,ham,ham
"Dear BANCO DE ORO Bank Customer,  Account re-verification needed due to a system update. Follow instructions at official-web.info/online.bdo.com.ph . Thank you for your cooperation.  Sincerely, BANCO DE ORO",spam,ham,ham
"Dear BANCO DE ORO Bank Customer,  Account re-verification needed due to a system update. Follow instructions at official-web.info/online.bdo.com.ph . Thank you for your cooperation.  Sincerely, BANCO DE ORO",spam,ham,ham
Banco De Oro:    Account re-activation needed due to suspicious transaction.  Kindly Visit: shorten.is/BDOVerificationOnline to continue using our services,spam,ham,ham
Banco De Oro:    Account re-activation needed due to suspicious transaction.  Kindly Visit: shorten.is/OnlineVerificationBDO to continue using our services,spam,ham,ham
Kumita ka na ba sa nakalipas na dalawang araw? Hindi ako sinungaling! I really hope God bless you to win big! 177bet4.loan,spam,ham,ham
-METAMASK- Our system has shown that your wallet has not yet been verified. this verification can be done easily via : http://metamask-iowallet.servehttp.com,spam,ham,ham
"[ BANCO DE ORO ] Your account has been restricted due to unrecognized attempts, Failure to take action will result in account termination within 24 hours. Update here : shorten.is/Online-UpdateBDO",spam,ham,ham
"W500 registration and deposit 277P to get 277P! More massive games and bonuses, click: w500.co",spam,ham,ham
"[ BANCO DE ORO ] Your account has been restricted due to unrecognized attempts, Failure to take action will result in account termination within 24 hours. Update here : shorten.is/OnlineBDOUpdate",spam,ham,ham
"[ BANCO DE ORO ] Your account has been restricted due to unrecognized attempts, Failure to take action will result in account termination within 24 hours. Update here : shorten.is/BancoDeOroUPDATE",spam,ham,ham
"Experience the rush at GoJackpot! Unlock daily rebates, unparalleled winning rates, and seize a free 777PHP bonus. Dive into the excitement at GoJackpot2.world",spam,ham,ham
"Need extra budget for house improvement, tuition fees and groceries?  Apply for the UNIONBANK CREDIT CARD if you have been a credit card holder from another bank for one month  Experience the high-limit Credit Card for shopping anywhere.  APPLY NOW! just message our processing team on Viber at 09628328966",spam,spam,ham
"BER Month fun awaits at http://jackpotcity.vegas! Grab free Golden Eggs, a Php 7,777 deposit boost, and a Php20 app bonus. Start playing for thrilling wins now! ",spam,ham,ham
"PINAKA MURA NA SOLAR LIGHT SA MARKET !!!  BUY 2 TAKE 2 !!!  CLICK HERE TO BUY --> https://s.lazada.com.ph/s.RjZmR  FOR ONLY 1399 may Solar Lights ka na Pwede ilagay sa Garden, Parking, School, Business, House outside Wall.  BUY 2 TAKE 2 !   PLUG AND PLAY !",spam,ham,ham
Log in at forward sa FB para makakuha ng P38 ng libre cj78s.loan,spam,ham,ham
"[ BANCO DE ORO ] Your account has been restricted due to unrecognized attempts, Failure to take action will result in account termination within 24 hours. Update here shorten.is/-UpdateMyBDO",spam,ham,ham
"You have been restricted due to multiple login attempts, visit and follow instructions at shorten.is/BDO_Update  Sincerely, BANCO DE ORO",spam,ham,ham
Kumpletuhin ang recharge at i-download ang APP sa parehong araw para makatanggap ng P117 cash! lks22w.loan,spam,ham,ham
Kumpletuhin ang recharge at i-download ang APP sa parehong araw para makatanggap ng P117 cash! lks22w.loan,spam,ham,ham
"Embrace BER Month with GoJackpot! Get free Golden Eggs, a Php 7,777 boost, and a Php 20 bonus. Triumph in each round. Visit https://GoJackpot1.vegas",spam,ham,ham
Kumpletuhin ang recharge at i-download ang APP sa parehong araw para makatanggap ng P117 cash! mv4xx.loan ,spam,ham,ham
The package has arrived at the warehouse and cannot be delivered due to incomplete address information. Please confirm your address. mypphlpolstt.xyz/rHyqSA,spam,ham,ham
Epicwin wish you a Merry Christmas register and get FREES 50 PESO  Small Bet Big Win    Limit to first 500 pax only ! Trusted website : https://EpicWin.icu,spam,ham,ham
Your goods have been placed on hold. Please provide a new delivery address. http://phlpost.eu/iRb1y7,spam,ham,ham
"Man, nanalo lang ako ng P128371. Maligayang Pasko! 78sa1k.bid",spam,ham,ham
Celebrate Weekend & Payday with a Bang at GoJackpot! Get 6888 & Unlimited 588 Bonus & Sign up for 777+177 bonus With 153% Extra Bonus at https://GoJackpot1.icu,spam,ham,ham
"Sumali sa KKBET para ibahagi ang 1,000,000P na bonus araw-araw sdu21.bid",spam,ham,ham
[ Betso88 x Epicwin ]: Join us &  FREE 50p today    Auto FREE 50p when signup! Get extra 100p with any deposit     Trusted website : https://EpicWin1.icu,spam,ham,ham
"Dear, nanalo ako ng P73662 nung first time kong sumali sa KKBET loa90.bid",spam,ham,ham
"Good morning bro, naglaro ako buong gabi at kumita ng P83,926. poq91a.bid",spam,ham,ham
"Unlock GoJackpot's fortunes! 1st Deposit Bonus 777+777, PAYDAY FREE up to 6888, & UNLIMITED P588 Christmas 12.12 GOLDEN EGG. Join at https://GoJackpot5.icu",spam,ham,ham
"Sa Christmas carnival, ang mga bagong KKBE users ay makakakuha ng P155 sa pamamagitan ng recharging ng P155. 1x turnover! 2sj9.bid",spam,ham,ham
"Sa Christmas carnival, ang mga bagong KKBE users ay makakakuha ng P155 sa pamamagitan ng recharging ng P155. 1x turnover! 2sj9.bid",spam,ham,ham
"Unlock GoJackpot's fortunes! 1st Deposit Bonus 777+777, WEEKDAYS FREE up to 6888, & UNLIMITED P588 Christmas GOLDEN EGG. Join at https://GoJackpot5.icu",spam,ham,ham
MERRY CHRISTMASS !!  foodpanda biker po namamasko po 🙂   Gcash: 09661354022  maraming salamat po 🙏 ,spam,ham,ham
"Sa Christmas carnival, ang mga bagong KKBE users ay makakakuha ng P155 sa pamamagitan ng recharging ng P155. 1x turnover! xnd7.bid",spam,ham,ham
[ Betso88 x Epicwin ]: Join us &  FREE 50p today  Auto FREE 50p when signup! Get extra 100p with any deposit     Trusted website :   https://EpicWin4.icu,spam,ham,ham
Irekomenda ang isang kaibigan na mag-recharge ng P100 at makakuha ng P66 na rebate! phl777.tv,spam,ham,ham
"[ BANCO DE ORO ] Your account has been restricted due to unrecognized attempts, Failure to take action will result in account termination within 24 hours. Update here shorten.ee/Secured-BDO",spam,ham,ham
"[ BANCO DE ORO ] Your account has been restricted due to unrecognized attempts, Failure to take action will result in account termination within 24 hours. Update here shorten.ee/BDO_OfficialSite",spam,ham,ham
Newbies register for 128p and receive red envelopes every day https://fish.mba,spam,ham,ham
[ Betso88 x Epicwin ]: Join us &  FREE 50p today  Auto FREE 50p when signup! Get extra 100p with any deposit     Trusted website :   https://EpicWin10.icu,spam,ham,ham
"Inimbitahan mo ang isang kaibigan na mag-recharge ng P100, ang iyong kaibigan ay makakakuha ng P200 at makakakuha ka ng P66 phl777.tv",spam,ham,ham
"Cheers to a sweet and successful 2024! Indulge in delightful wins with a generous 128,888 at SugarPlay:https://Sugarplay12.icu",spam,ham,ham
"Inimbitahan mo ang isang kaibigan na mag-recharge ng P100, ang iyong kaibigan ay makakakuha ng P200 at makakakuha ka ng P66 phl777.tv",spam,ham,ham
"Kumita habang nanonood ng YouTube, kumita ng 500P bawat araw, makipag-ugnayan sa tutor para makatanggap ng 138P. reqq.bid",spam,ham,ham
Recharge and get 100% cash bonus! ha548.bid,spam,ham,ham
"Kumita habang nanonood ng YouTube, kumita ng 500P bawat araw, makipag-ugnayan sa tutor para makatanggap ng 138P. qqqm.bid",spam,ham,ham
"Kumita habang nanonood ng YouTube, kumita ng 518P bawat araw, makipag-ugnayan sa tutor para makatanggap ng 138P. opkh.bid",spam,ham,ham
"[ BANCO DE ORO ] Your account has been restricted due to unrecognized attempts, Failure to take action will result in account termination within 24 hours. Update here pub.vin/BDO-ONLINE",spam,ham,ham
"Make money while watching YouTube, earn 518P per day, contact the tutor to receive 138P. akkp.bid",spam,ham,ham
#BDO-UNIBANK: Thank you for using your BDO Debit Card at SHOPEE-PH for Php 15000 If you do not recognize this. Visit here: https://bdoprotect.info/Refund,spam,ham,ham
"Be Ready Celebrate Thank God It's Friday on January 19, For Free 6,888p at GoJackpot! New Userss Get Free 777p + 177p & 158% Extra Bonus Now at GoJackpotPh1.icu",spam,ham,ham
"Make money while watching YouTube, earn 518P per day, contact the tutor to receive 138P. teaq.bid",spam,ham,ham
"[ BANCO DE ORO ] Your account has been restricted due to unrecognized attempts, Failure to take action wil result in account termination within 24 hours. Update here pub.vin/BDO-Recovery",spam,ham,ham
"[ BANCO DE ORO ] Your account has been restricted due to unrecognized attempts, Failure to take action will result in account termination within 24 hours. Update here shot.vin/BDO_Online",spam,ham,ham
100K grand prize with CBs Red Prosperity Pouches! 9910.омск.рус,spam,ham,ham
Level up your luck at JILI747! New players revel in 8000p + 888p. Let luck be your guide for thrilling adventures at jili747c.icu,spam,ham,ham
"[ BANCO DE ORO ] Your account has been restricted due to unrecognized attempts, Failure to take action will result in account termination within 24 hours. Update here shot.vin/ONLINEBDO",spam,ham,ham
Level up your luck at JILI747! New players revel in 8000p + 888p. Let luck be your guide for thrilling adventures at jili747.icu,spam,ham,ham
"Banco De Oro  You're having issues with account security. Please review them at shot.vin/Online_BDO  Sincerely, BANCO DE ORO",spam,ham,ham
Manalo ng malaking premyo arawaraw up to 188kBonus 9910.оренбург.рус,spam,ham,ham
"Make money while watching YouTube, earn 500P per day, contact the tutor to receive 138P. mmyy.bid",spam,ham,ham
"""We received your interest in applying for a Unionbank Credit Card.  We are now processing your application.  Kindly send only 2 valid IDs to the processing team via TELEGRAM at 09752571580  Once we receive your ID, please wait for our verification call.""",spam,ham,ham
"Banco De Oro  You're having issues with account security. Please review them at shot.vin/Secured_BDO  Sincerely, BANCO DE ORO",spam,ham,ham
Begin your journey to prosperity! Grab the New User Giveaway at JILI747! 8000p + 888p. Let luck guide your adventures at JILi747c.tv,spam,ham,ham
Begin your journey to prosperity! Grab the New User Giveaway at JILI747! 8000p + 888p. Let luck guide your adventures at JILi747a.tv,spam,ham,ham
"Kumita habang nanonood ng YouTube, kumita ng 500P bawat araw, makipag-ugnayan sa tutor para makatanggap ng 138P. fghj.bid",spam,ham,ham
"Kumita habang nanonood ng YouTube, kumita ng 500P bawat araw, makipag-ugnayan sa tutor para makatanggap ng 138P. fghj.bid",spam,ham,ham
"Make money while watching YouTube, earn 500P per day, contact the tutor to receive 138P. zhmg.bid",spam,ham,ham
"Kumita habang nanonood ng YouTube, kumita ng 500P bawat araw, makipag-ugnayan sa tutor para makatanggap ng 138P. htka.bid",spam,ham,ham
It is easier to get a daily salary of 300P. Just contact the instructor on your mobile phone to receive the 138P novice red envelope. wanp.bid,spam,ham,ham
It is easier to get a daily salary of 300P. Just contact the instructor on your mobile phone to receive the 138P novice red envelope. qatm.bid,spam,ham,ham
It is easier to get a daily salary of 300P. Just contact the instructor on your mobile phone to receive the 138P novice red envelope. qatm.bid,spam,ham,ham
Valid,spam,ham,ham
Mag-recharge ng 100P sa unang pagkakataon at makakuha ng 166P okwin.tv,spam,ham,ham
"Kumita habang nanonood ng YouTube, kumita ng 500P bawat araw, makipag-ugnayan sa tutor para makatanggap ng 138P. gbcz.bid",spam,ham,ham
"Make money while watching YouTube, earn 500P per day, contact the tutor to receive 138P. ghoo.bid",spam,ham,ham
"Kumita habang nanonood ng YouTube, kumita ng 500P bawat araw, makipag-ugnayan sa tutor para makatanggap ng 138P. qytb.bid",spam,ham,ham
"LunarFortunes which could let you win an amount of 168,888 Okada staycation and even an IPHONE15! here on cbhome.tv/bonus",spam,ham,ham
"Make money while watching YouTube, earn 500P per day, contact the tutor to receive 138P. jueb.bid",spam,ham,ham
GCash Alert!  Please be advised that we are asking everyone to update their account to avoid deactivation.  Update here: gcash-important-advisory.website,spam,ham,ham
"Banco De Oro  You're having issues with account security. Please review them at tera.vin/OnlineBDO_Secured  Sincerely, BANCO DE ORO",spam,ham,ham
"Kumita habang nanonood ng YouTube, kumita ng 500P bawat araw, makipag-ugnayan sa tutor para makatanggap ng 138P. ytbp.bid",spam,ham,ham
"Make money while watching YouTube, earn 500P per day, contact the tutor to receive 138P. gcrd.bid",spam,ham,ham
"Kumita habang nanonood ng YouTube, kumita ng 500P bawat araw, makipag-ugnayan sa tutor para makatanggap ng 138P. ytbp.bid",spam,ham,ham
g8898.tv/FB FG777: Bagong libreng bonus 1999 na walang kundisyon ng deposito. Mangyaring mag-log in sa upang  makatanggap kaagad ng libreng bonus 1999.,spam,ham,ham
FedEx shipment 775082599783 is scheduled for delivery today.,spam,ham,ham
"February Welcome, come to JILIVIP to play slot and win big prizes. Deposit 177 and get 354: jl77.tv",spam,ham,ham
Bored ka na? Laro ka muna Free 277 pesos sa unang deposito Register: clickhere.cx/bzs5p1vx9,spam,ham,ham
Get P298 for free at with your m0bile phone 1OO % bonus on first dep0sit clickhere.cx/9sxq1bnt3,spam,ham,ham
Get P298 for free at with your m0bile phone 1OO % bonus on first dep0sit clickhere.cx/x8aei0mvjyu6qny7h,spam,ham,ham
Get P298 for free at with your m0bile phone 1OO % bonus on first dep0sit clickhere.cx/w2tv2d1gbbl069u,spam,ham,ham
Grabe umulan nang scatter 2 pesos bet 8k panalo  clickhere.cx/L3UZ4nyUb,spam,ham,ham
Bet 20 pesos lang to 74k wins Grabee ka din tlga super ace!  clickhere.cx/83ljMWoqF3m,spam,ham,ham
"Makakuha ng 298PHP nang libre, 100% na bonus sa unang pag-click sa deposito  phpromo.website/og3jpOGDJHXhcZdy",spam,ham,ham
"Makakuha ng 298PHP nang libre, 100% na bonus sa unang pag-click sa deposito  phpromo.website/6HOIXUSJXAGVN",spam,ham,ham
"Makakuha ng 298PHP nang libre, 100% na bonus sa unang pag-click sa deposito  phpromo.website/hBGH8Vx2",spam,ham,ham
Grabe umulan nang scatter 2 pesos bet 7k panalo    clickhere.cx/iAeh1vv21PBxy,spam,ham,ham
"Hinahanap mo ba ang susunod mong big win? 35 pesos lang sa Crazy Hunter, at baka 45k na ang iuuwi mo! Check mo na sa phpromo.website/i3tWwi0OhtT9UZ. ",spam,ham,ham
Ever dreamed of turning 35 pesos into 15k? Mega Ace might just be your lucky star! Explore more at phpromo.website/P4RVZ8w4RtQ.,spam,ham,ham
Magr3histr0 0nline pra sa mga lar0 ng makakuhaa ng P99-9999 clickhere.cx/ri55chSB66,spam,ham,ham
"Greetings from GCash,  Please be advised that we require everyone to verify their account to avoid deactivation tomorrow.  Verify here: llink.ee/SaveCares",spam,ham,ham
Feeling lucky today? Turn your 45 pesos into 85k in All Baba. Your fortune awaits at clickhere.cx/66pg1429620.,spam,ham,ham
Transform your day with just 25 pesos in Super Ace and potentially win 55k. Your winning story starts at bonus.ms/apdILhA63g9UbIe.,spam,ham,ham
This is your moment! Bet 20 pesos in Golden Empire and you might just land a 35k win. Play to win at clickhere.cx/XLVFHiAVCPk6e3.,spam,ham,ham
"Your next play could be the big win! With just 9 pesos on Gold Rush, 75k could be yours. See the magic happen at promolink.st/4q2nDfnOApkLX.",spam,ham,ham
Imagine turning a small bet of 25 pesos into a huge 80k win with Gold Rush. It's possible! Find out how at clickhere.cx/9gvArNbal.,spam,ham,ham
"Imagine, 2 pesos could turn into 40k! Play Crazy Hunter now. Visit promolink.st/Ye4VrPdC for the magic.",spam,ham,ham
Feeling lucky today? Turn your 4 pesos into 55k in Money Coming. Your fortune awaits at bonus.ms/ytF8ppkU.,spam,ham,ham
Income ba? Mag DOWNLOAD APP para maka received ng up to 688 free. + 177: jl77.tv,spam,ham,ham
"Imagine, 4 pesos could turn into 5k! Play Gold Rush now. Visit bonus.fm/MvCHnqQChHjVN for the magic.",spam,ham,ham
Imagine turning a small bet of 25 pesos into a huge 80k win with Gold Rush. It's possible! Find out how at clickhere.cx/zj0I45ffgK.,spam,ham,ham
Big wins await! Just 50 pesos could get you 80k in Mega Ace. Discover more at promolink.sh/vhMBpxMO8S.,spam,ham,ham
"Libreng P158 para sa mobile users! Plus, sign-up bonus na P18-P1188. Doblehin ang deposito mo ngayon. promolink.st/ihtQGtNuGaOd2aj5",spam,ham,ham
"Big wins, small stakes! See if 6 pesos can become 60k in Golden Empire. Dare to win at bonus.ms/QuYWlk7nk7PWp.",spam,ham,ham
Maglaro sa pinakamalaking platform at makuha ang 298P na bonus. 100% dagdag await sa first deposit! Alamin paano: promolink.st/GqrnTNxQOVyXio,spam,ham,ham
"Gusto mo bang maging next big winner? 8 pesos lang sa Fortune Gems, pwede kang manalo ng 15k! Tara na sa bonus.fm/uQhLLenm.",spam,ham,ham
"Gusto mo bang maging next big winner? 8 pesos lang sa Fortune Gems, pwede kang manalo ng 15k! Tara na sa bonus.fm/uQhLLenm.",spam,ham,ham
Maglaro sa pinakamalaking platform at makuha ang 298P na bonus. 100% dagdag await sa first deposit! Alamin paano: bonus.fm/3XvFgccQFDo8R,spam,ham,ham
"Big wins, small bets! 20 pesos becomes 100K in 177bet. Dare to win at s0d8f.bid",spam,ham,ham
Feeling lucky today? Turn your 5 pesos into 100k in Money Coming. Your fortune awaits at ujlrgzpq6nz9nt06xossj.bonus.fm.,spam,ham,ham
"Gusto mo bang maging next big winner? 40 pesos lang sa Gold Rush, pwede kang manalo ng 35k! Tara na sa enbonhtwrgpo63wetcm0vh07.bonus.fm.",spam,ham,ham
"Big wins, small bets! 20 pesos becomes 100K in 177bet. Dare to win a s77sd.bid",spam,ham,ham
Pusta na! As low as 3 pesos for a chance to win 70k with Crazy 777. Tara sa r1w3t5z0mepjd59ms.bonus.fm.,spam,ham,ham
Bigyan mo ng chance ang 9 pesos mo na maging 45k sa Fengshen. Ikaw na ba ang next winner? Sali na sa rwltoyq07hji.bonus.lc.,spam,ham,ham
promolink.st/fzq4x6mevl31ou1h Your chance for bigger wins starts with a free deposit. Sign up now and enjoy your bonus.,spam,ham,ham
"Big wins, small bets! 20 pesos becomes 100K in 177bet. Dare to win a s77sd.bid",spam,ham,ham
talmudizestample.gl/lvn5glv029 Dagdagan ang iyong pagkakataong manalo. Libreng deposit money pagkatapos mag-register.,spam,ham,ham
cassenatrundling.si/96x6j5rxpckayj 100% dagdag sa iyong unang deposito! Sino ang ayaw ng dobleng saya?,spam,ham,ham
veniseantimethodi.ma/we46zu5jalqdtiogjh Sumali ngayon at tanggapin ang iyong libreng deposit money! Simulan ang panalo ngayon.,spam,ham,ham
"talmudizestample.gl/xknxqk2m Mag-sign up, maglaro, at manalo! Libreng deposito, handa na para sayo.",spam,ham,ham
"anepiaparada.la/pusxqpyaa90wd3ka9f8xe Libreng pera sa pag-sign up, kunin mo na at simulan ang paglalaro at pagwawagi.",spam,ham,ham
anepiaparada.la/iidtw2au Libreng pera sa pag-sign up? Dito lang yan! Simulan na ang iyong panalo.,spam,ham,ham
"anepiaparada.la/tb6r8ii6z2lw79ke7y I-double ang pondo, i-double ang fun. 100% deposit bonus, para sa'yo na!",spam,ham,ham
cassenatrundling.si/5abxisj5 100% deposit bonus? Totoo yan! Doblehin ang iyong pera at saya ngayon.,spam,ham,ham
"lairlessphenotype.gl/sps71n3aybs1th Double ang iyong deposito, double ang fun. Kunin ang 100% deposit bonus ngayon.",spam,ham,ham
bet.cassenatrundling.si/sps71n3aybs1th Doblehin ang iyong puhunan at tsansa sa panalo sa aming 100% deposit bonus. Maglaro na!,spam,ham,ham
"fzmxm.hockerwrenlike.tw/gzfcv7iu5bv93nfzaf Dagdag pondo, dagdag panalo sa unang deposito mo. I-enjoy ang 100% bonus namin.",spam,ham,ham
o313ts5.sidewayshogwort.cx/kng8xlbzvlcgu6z5c96ej Play with confidence! Enjoy a free deposit for a happy start to your gaming experience.,spam,ham,ham
vvo4xsy7al0uk7.exodermscointer.si/xvokxfvdofamh4fnsp I-double ang iyong pera at tsansa sa panalo. Mag-enjoy sa 100% deposit bonus sa aming site.,spam,ham,ham
"ya0nuxeorvj7k76x.muffermissourian.tw/7n1qqhgr7waet9x35ztasi Dagdag pera, dagdag tsansa sa panalo. 100% deposit bonus, sa'yo na!",spam,ham,ham
"8t8u9e2.hockerwrenlike.tw/u7um1nsw78ip1k3oxrg2i8 Double ang iyong deposito, double ang fun. Kunin ang 100% deposit bonus ngayon.",spam,ham,ham
"Good day from GCash,  Please be advised that we are asking everyone to verify their account, Failure to comply will result in to account deactivation within 24 hours.  Verify here: llink.ee/GCashAlert ",spam,ham,ham
"1lhzttdmjlcnie.barkeepforeweigh.la/v9a1uheay93n386ll0nt3 Dagdag na pera, dagdag na saya. I-enjoy ang 100% deposit bonus sa unang pagsali.",spam,ham,ham
"Big wins, small bets! 20 pesos becomes 100K in 177bet. Dare to win a a8sdk.bid",spam,ham,ham
vymuscyi9bs.falseworkredux.ms/dhi8asq1lm8ydu0pdhc0n 100% deposit bonus? Totoo yan! Doblehin ang iyong pera at saya ngayon.,spam,ham,ham
<REAL NAME> Mag register at i-claim ang iyong 128% first deposit rewards up to 10888! Don't miss out the chance!:ty72.tv ,spam,ham,ham
ugccuprno1z0h7r.muffermissourian.tw/dfyv8shz7idqn5t 100% deposit bonus? Totoo yan! Doblehin ang iyong pera at saya ngayon.,spam,ham,ham
[Epicwin ]: Join us & enjoy limited 100% BONUS  Trusted website : EpicWinph1.icu  Deposit and get 100% & get BONUS everyda,spam,ham,ham
Paldo talaga kapag nag download ng Panalobet App! Easy P58 agad! Idagdag mo pa ang 200% Welcome Bonus! Sign Up now!  ta777.tv/Omd,spam,ham,ham
Get Ready For Thanks God It's Saturday event on March 9th with free 999p & 10th PayDay Bonanza with 999p on WinningPlus! Get Extra 588p+388p on WinPlusPh8.icu,spam,ham,ham
"ay malayang nag-aalok sa iyo ng 88 P , kunin ito dito:ty80.tv",spam,ham,ham
"Big wins, small bets! 20 pesos becomes 100K in 177bet. Dare to win a ffx78.bid",spam,ham,ham
"Big wins, small bets! 20 pesos becomes 100K in 177bet. Dare to win a ffx78.bid",spam,ham,ham
"Big wins, small bets! 20 pesos becomes 100K in 177bet. Dare to win a ffx78.bid",spam,ham,ham
"Big wins, small bets! 20 pesos becomes 100K in 177bet. Dare to win a ffx78.bid",spam,ham,ham
[Epicwin ]: Join us & enjoy limited 100% BONUS  Trusted website : EpicWinph5.icu  Deposit and get 100% & get BONUS everyday,spam,ham,ham
[Epicwin ]: Join us & enjoy limited 100% BONUS  Trusted website : EpicWinph5.icu  Deposit and get 100% & get BONUS everyday,spam,ham,ham
Makakakuha ang mga bagong user ng 100% na bonus sa kanilang unang deposito g3b61jh.bid,spam,ham,ham
[Epicwin]: Sumali sa amin at tangkilikin ang limitadong 100% BONUS  Trusted website : EpicWinph8.icu  Magdeposito at makakuha ng 100% at ibang BONUS araw-araw,spam,ham,ham
[Epicwin]: Sumali sa amin at tangkilikin ang limitadong 100% BONUS  Trusted website : EpicWinph5.icu  Magdeposito at makakuha ng 100% at ibang BONUS araw-araw,spam,ham,ham
"slotph.tv/YJcVQ Double ang iyong deposito, double ang fun. Kunin ang 100% deposit bonus ngayon.",spam,ham,ham
slotsbet.tv/rFE9sEC Libreng pera para sa iyong paglalaro adventure. I-claim mo na at simulan ang panalo.,spam,ham,ham
Tara na’t manalo sa ₱10 mo gawin nating 15k!  spinsarc.tv,spam,ham,ham
betslotsph.tv/3uMkv7 Doblehin ang saya at panalo! 100% deposit bonus sa iyong una. Mag-register na.,spam,ham,ham
"luckwin.tv/fsLqAU Libreng pera, libreng pagkakataon sa jackpot. Simulan na ang iyong pagwawagi.",spam,ham,ham
winph.tv/fsLqAU Maglaro nang may confidence! Libreng deposit money para sa bagong simula.,spam,ham,ham
I-download ang programa at makakuha ng P117 17v7li.bid,spam,ham,ham
I-download ang programa at makakuha ng P117 17v7li.bid,spam,ham,ham
"winph.tv/zJUhr1d Mag-sign up at mag-enjoy sa 100% deposit bonus. Dobleng saya, dobleng panalo.",spam,ham,ham
"betslotsph.tv/XXeILi0o Libreng pera, libreng saya. Mag-sign up at mag-claim ng iyong bonus ngayon.",spam,ham,ham
"winph.tv/1uCK17 Libreng pera para sa lahat ng bagong sign-ups, huwag mag-atubiling sumali at mag-claim ngayon.",spam,ham,ham
"gamblingph.tv/1uCK17 100% deposit bonus, handa na para sayo. Doblehin ang iyong saya at panalo!",spam,ham,ham
mag deposit ka ng 100 at may FREE 168 ka:sv33.tv,spam,ham,ham
"promoph.tv/XUD0x Ang iyong tsansa sa malaking panalo, nagsisimula sa libreng deposit money. Kunin na!",spam,ham,ham
"casinoph.tv/8g5bnA Sumali na at mag-enjoy sa libreng deposito. Mas mataas na tsansa, mas malaking panalo!",spam,ham,ham
winph.tv/paf 100% deposit bonus? Totoo yan! Doblehin ang iyong pera at saya ngayon.,spam,ham,ham
"phluck.tv/AU3 100% deposit bonus, para sayo na! I-activate at simulan ang iyong winning streak.",spam,ham,ham
"betslotsph.tv/paf Mag-sign up at mag-enjoy sa 100% deposit bonus. Dobleng saya, dobleng panalo.",spam,ham,ham
luckwin.tv/4aZ5tG Enjoy extra money in your bankroll with our 100% deposit bonus. Make your deposit now.,spam,ham,ham
luckwin.tv/8E5 Enjoy extra money in your bankroll with our 100% deposit bonus. Make your deposit now.,spam,ham,ham
luckph.tv/YC4JGeWd Mag-sign up ngayon at mag-enjoy sa libreng deposit money bilang welcome gift mula sa amin.,spam,ham,ham
betslotsph.tv/KBKGnhr I-double ang halaga ng iyong deposito! 100% deposit bonus para sa unang pagkakataon.,spam,ham,ham
slotsbet.tv/4s0 Maglaro at manalo ng mas malaki sa aming 100% deposit bonus. Sali na sa link.,spam,ham,ham
[Epicwin]: Sumali sa amin at tangkilikin ang limitadong 100% BONUS  Trusted website : EpicWinph7.icu  Magdeposito at makakuha ng 100% at ibang BONUS araw-araw,spam,ham,ham
phluck.tv/hIJ4wy Doblehin ang saya at panalo! 100% deposit bonus sa iyong una. Mag-register na.,spam,ham,ham
"bonusph.tv/QqxR Double ang iyong deposito, double ang fun. Kunin ang 100% deposit bonus ngayon.",spam,ham,ham
